iso3,year,sstran,deficit,debt
NLD,1982,20.12278078,-5.52275084287532,68.9143188496152
NLD,1983,20.48217642,-4.69278073063068,75.6397710125601
NLD,1984,19.57288956,-4.51405118263329,80.5457341146409
NLD,1985,18.56473482,-2.68018469635955,84.669050641898
NLD,1986,18.0923422,-3.8003256951697,82.8220660363845
NLD,1987,18.16608914,-4.60050159406288,82.3251530622154
NLD,1988,17.78984908,-3.61592679099379,83.9507801467948
NLD,1989,17.16932216,-4.38587843366597,84.6769689767446
NLD,1990,18.24651552,-4.72510089595212,84.3016475505992
NLD,1991,17.78416707,-2.28746750944323,85.1316965017634
NLD,1992,17.72090094,-3.76394903926266,88.5908649191011
NLD,1993,17.65605243,-2.57452815677211,92.9942197477547
NLD,1994,16.36694616,-3.26257926752767,83.27756093016
NLD,1995,14.6104014156203,-8.72293303359077,86.0189480126401
NLD,1996,13.9994207935129,-1.90678702620021,84.781336547041
NLD,1997,12.9602878320619,-1.60009946564246,79.4300726801936
NLD,1998,12.2961510894314,-1.33464975570238,77.2737399053188
NLD,1999,11.6522231716344,0.28287061288633,68.7335111195771
NLD,2000,11.0267563927632,1.135338744761,62.5680849558774
NLD,2001,10.8247177191417,-0.467623442031461,58.5160666637686
NLD,2002,10.8528318694932,-2.22952918466625,58.9607590935567
NLD,2003,11.3116890431364,-3.18940423054531,59.9173297108481
NLD,2004,11.2048580345503,-1.82693032015066,60.2911487758945
NLD,2005,10.7883974963932,-0.515096469770875,59.4897523484202
NLD,2006,10.4078005733312,0.0290978641146762,53.03366503764
NLD,2007,10.0159768776846,-0.259738591889348,50.3610334321132
NLD,2008,10.1084141078061,-0.00353067233211697,62.4800056490757
NLD,2009,11.0347476010556,-5.10109200308465,64.9914791389646
NLD,2010,11.3593314070125,-5.2803000241202,69.2746045454899
NLD,2011,11.5080036523666,-4.42204571658644,73.5856164174643
NLD,2012,11.8295676904192,-3.83905051294252,79.2241944089343
NLD,2013,12.2729943041046,-2.86076565518776,78.631093136386
NLD,2014,12.183423294387,-2.24150429647437,82.9654219267536
NLD,2015,11.9086065720313,-1.77828501472373,79.0062541743361
NLD,2016,11.7177075016489,0.226979616258641,76.5607104531402
NLD,2017,11.2604063868013,1.31591209856293,69.94011561494
NLD,2018,10.8498576732595,1.47347166840221,65.2569019378762
NLD,2019,10.5181334037145,1.78179973221782,61.4285249445938
NLD,2020,11.1796860359869,-3.60683679054344,68.9137613735294
NLD,2021,10.4943076664236,-2.19887851473891,64.4380569000067
NLD,2022,9.73043408263066,0.0115730607324275,52.714486553613
NLD,2023,10.297780346366,-0.357805546735306,49.7913581530491
NOR,1980,11.3261,6.07774630319176,37.1599699434384
NOR,1981,11.6296,5.38907966069179,33.2964692345262
NOR,1982,12.02859,4.41568183293919,29.9388723268305
NOR,1983,12.37458,6.48464612774937,27.634141928898
NOR,1984,12.09072,7.12899498724606,28.0208453991603
NOR,1985,11.84593,9.81426651231421,30.347413595452
NOR,1986,12.73346,5.67766490547792,37.8707810078187
NOR,1987,13.18194,4.61645809243251,31.3520121199725
NOR,1988,14.49473,2.54338242818119,30.6284761172061
